instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,season_name,weather_desc,month,dayofweek,casual_ratio,Cluster
393,2012-01-28,1,1,1,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.315833,0.326379,0.543333,0.210829,775,3248,4023,2012,Spring,Clear,January,5,0.23860837438423646,0
394,2012-01-29,1,1,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2825,0.272721,0.31125,0.24005,558,2685,3243,2012,Spring,Clear,January,6,0.20782122905027933,0
395,2012-01-30,1,1,1,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.269167,0.262625,0.400833,0.215792,126,3498,3624,2012,Spring,Clear,January,0,0.036020583190394515,0
396,2012-01-31,1,1,1,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.39,0.381317,0.416667,0.261817,324,4185,4509,2012,Spring,Clear,January,1,0.07741935483870968,0
397,2012-02-01,1,1,2,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.469167,0.466538,0.507917,0.189067,304,4275,4579,2012,Spring,Clear,February,2,0.07111111111111111,0
398,2012-02-02,1,1,2,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.399167,0.398971,0.672917,0.187187,190,3571,3761,2012,Spring,Mist,February,3,0.05320638476617194,0
399,2012-02-03,1,1,2,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.313333,0.309346,0.526667,0.178496,310,3841,4151,2012,Spring,Clear,February,4,0.0807081489195522,0
400,2012-02-04,1,1,2,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.264167,0.272725,0.779583,0.121896,384,2448,2832,2012,Spring,Mist,February,5,0.1568627450980392,2
401,2012-02-05,1,1,2,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.265833,0.264521,0.687917,0.175996,318,2629,2947,2012,Spring,Mist,February,6,0.12095853936858121,2
402,2012-02-06,1,1,2,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.282609,0.296426,0.622174,0.1538,206,3578,3784,2012,Spring,Clear,February,0,0.05757406372275014,0
403,2012-02-07,1,1,2,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.354167,0.361104,0.49625,0.147379,199,4176,4375,2012,Spring,Clear,February,1,0.04765325670498084,0
404,2012-02-08,1,1,2,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.256667,0.266421,0.722917,0.133721,109,2693,2802,2012,Spring,Mist,February,2,0.040475306349795764,2
405,2012-02-09,1,1,2,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.265,0.261988,0.562083,0.194037,163,3667,3830,2012,Spring,Clear,February,3,0.04445050449959095,0
406,2012-02-10,1,1,2,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.280833,0.293558,0.54,0.116929,227,3604,3831,2012,Spring,Mist,February,4,0.06298557158712542,0
407,2012-02-11,1,1,2,0,6,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.224167,0.210867,0.73125,0.289796,192,1977,2169,2012,Spring,Light Rain/Snow,February,5,0.09711684370257967,2
408,2012-02-12,1,1,2,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1275,0.101658,0.464583,0.409212,73,1456,1529,2012,Spring,Clear,February,6,0.05013736263736264,2
409,2012-02-13,1,1,2,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2225,0.227913,0.41125,0.167283,94,3328,3422,2012,Spring,Clear,February,0,0.028245192307692308,0
410,2012-02-14,1,1,2,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.319167,0.333946,0.50875,0.141179,135,3787,3922,2012,Spring,Mist,February,1,0.03564827039873251,0
411,2012-02-15,1,1,2,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.348333,0.351629,0.53125,0.1816,141,4028,4169,2012,Spring,Clear,February,2,0.03500496524329692,0
412,2012-02-16,1,1,2,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.316667,0.330162,0.752917,0.091425,74,2931,3005,2012,Spring,Mist,February,3,0.02524735585124531,2
413,2012-02-17,1,1,2,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.343333,0.351629,0.634583,0.205846,349,3805,4154,2012,Spring,Clear,February,4,0.09172141918528252,0
414,2012-02-18,1,1,2,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.346667,0.355425,0.534583,0.190929,1435,2883,4318,2012,Spring,Clear,February,5,0.4977454040929587,0
415,2012-02-19,1,1,2,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.28,0.265788,0.515833,0.253112,618,2071,2689,2012,Spring,Mist,February,6,0.29840656687590533,2
416,2012-02-20,1,1,2,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28,0.273391,0.507826,0.229083,502,2627,3129,2012,Spring,Clear,February,0,0.1910925009516559,2
417,2012-02-21,1,1,2,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.287826,0.295113,0.594348,0.205717,163,3614,3777,2012,Spring,Clear,February,1,0.045102379634753734,0
418,2012-02-22,1,1,2,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.395833,0.392667,0.567917,0.234471,394,4379,4773,2012,Spring,Clear,February,2,0.08997488010961406,0
419,2012-02-23,1,1,2,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.454167,0.444446,0.554583,0.190913,516,4546,5062,2012,Spring,Clear,February,3,0.11350637923449186,0
420,2012-02-24,1,1,2,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4075,0.410971,0.7375,0.237567,246,3241,3487,2012,Spring,Mist,February,4,0.07590249922863314,0
421,2012-02-25,1,1,2,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.290833,0.255675,0.395833,0.421642,317,2415,2732,2012,Spring,Clear,February,5,0.13126293995859215,2
422,2012-02-26,1,1,2,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.279167,0.268308,0.41,0.205229,515,2874,3389,2012,Spring,Clear,February,6,0.1791927627000696,0
423,2012-02-27,1,1,2,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.366667,0.357954,0.490833,0.268033,253,4069,4322,2012,Spring,Clear,February,0,0.06217743917424429,0
424,2012-02-28,1,1,2,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.359167,0.353525,0.395833,0.193417,229,4134,4363,2012,Spring,Clear,February,1,0.05539429124334785,0
425,2012-02-29,1,1,2,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.344348,0.34847,0.804783,0.179117,65,1769,1834,2012,Spring,Mist,February,2,0.03674392312040701,2
426,2012-03-01,1,1,3,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.485833,0.475371,0.615417,0.226987,325,4665,4990,2012,Spring,Clear,March,3,0.06966773847802786,0
427,2012-03-02,1,1,3,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.353333,0.359842,0.657083,0.144904,246,2948,3194,2012,Spring,Mist,March,4,0.08344640434192672,2
428,2012-03-03,1,1,3,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.414167,0.413492,0.62125,0.161079,956,3110,4066,2012,Spring,Mist,March,5,0.307395498392283,0
429,2012-03-04,1,1,3,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.325833,0.303021,0.403333,0.334571,710,2713,3423,2012,Spring,Clear,March,6,0.2617029119056395,0
430,2012-03-05,1,1,3,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.243333,0.241171,0.50625,0.228858,203,3130,3333,2012,Spring,Clear,March,0,0.06485623003194887,0
431,2012-03-06,1,1,3,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.258333,0.255042,0.456667,0.200875,221,3735,3956,2012,Spring,Clear,March,1,0.059170013386880854,0
432,2012-03-07,1,1,3,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.404167,0.3851,0.513333,0.345779,432,4484,4916,2012,Spring,Clear,March,2,0.09634255129348795,0
433,2012-03-08,1,1,3,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5275,0.524604,0.5675,0.441563,486,4896,5382,2012,Spring,Clear,March,3,0.09926470588235294,0
434,2012-03-09,1,1,3,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.410833,0.397083,0.407083,0.4148,447,4122,4569,2012,Spring,Mist,March,4,0.10844250363901019,0
435,2012-03-10,1,1,3,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2875,0.277767,0.350417,0.22575,968,3150,4118,2012,Spring,Clear,March,5,0.3073015873015873,0
436,2012-03-11,1,1,3,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.361739,0.35967,0.476957,0.222587,1658,3253,4911,2012,Spring,Clear,March,6,0.5096833691976637,0
437,2012-03-12,1,1,3,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.466667,0.459592,0.489167,0.207713,838,4460,5298,2012,Spring,Clear,March,0,0.18789237668161435,0
438,2012-03-13,1,1,3,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.565,0.542929,0.6175,0.23695,762,5085,5847,2012,Spring,Clear,March,1,0.14985250737463127,1
439,2012-03-14,1,1,3,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5725,0.548617,0.507083,0.115062,997,5315,6312,2012,Spring,Clear,March,2,0.18758231420507995,1
440,2012-03-15,1,1,3,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5575,0.532825,0.579583,0.149883,1005,5187,6192,2012,Spring,Clear,March,3,0.1937536148062464,1
441,2012-03-16,1,1,3,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.435833,0.436229,0.842083,0.113192,548,3830,4378,2012,Spring,Mist,March,4,0.14308093994778068,0
442,2012-03-17,1,1,3,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.514167,0.505046,0.755833,0.110704,3155,4681,7836,2012,Spring,Mist,March,5,0.674001281777398,1
443,2012-03-18,1,1,3,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4725,0.464,0.81,0.126883,2207,3685,5892,2012,Spring,Mist,March,6,0.5989145183175034,1
444,2012-03-19,1,1,3,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.545,0.532821,0.72875,0.162317,982,5171,6153,2012,Spring,Clear,March,0,0.1899052407658093,1
445,2012-03-20,1,1,3,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.560833,0.538533,0.807917,0.121271,1051,5042,6093,2012,Spring,Clear,March,1,0.20844902816342722,1
446,2012-03-21,2,1,3,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,2012,Summer,Mist,March,2,0.21965544244322632,1
447,2012-03-22,2,1,3,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.554167,0.531567,0.83125,0.117562,1334,5537,6871,2012,Summer,Clear,March,3,0.24092468845945458,1
448,2012-03-23,2,1,3,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.601667,0.570067,0.694167,0.1163,2469,5893,8362,2012,Summer,Mist,March,4,0.41897166129305957,1
449,2012-03-24,2,1,3,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5025,0.486733,0.885417,0.192783,1033,2339,3372,2012,Summer,Mist,March,5,0.44164172723386064,0
450,2012-03-25,2,1,3,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4375,0.437488,0.880833,0.220775,1532,3464,4996,2012,Summer,Mist,March,6,0.44226327944572746,0
451,2012-03-26,2,1,3,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.445833,0.43875,0.477917,0.386821,795,4763,5558,2012,Summer,Clear,March,0,0.16691161032962418,0
452,2012-03-27,2,1,3,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.323333,0.315654,0.29,0.187192,531,4571,5102,2012,Summer,Clear,March,1,0.11616714066943776,0
453,2012-03-28,2,1,3,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.484167,0.47095,0.48125,0.291671,674,5024,5698,2012,Summer,Clear,March,2,0.13415605095541402,1
454,2012-03-29,2,1,3,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.494167,0.482304,0.439167,0.31965,834,5299,6133,2012,Summer,Clear,March,3,0.15738818645027364,1
455,2012-03-30,2,1,3,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.37,0.375621,0.580833,0.138067,796,4663,5459,2012,Summer,Mist,March,4,0.17070555436414325,0
456,2012-03-31,2,1,3,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.424167,0.421708,0.738333,0.250617,2301,3934,6235,2012,Summer,Mist,March,5,0.5849008642602949,1
457,2012-04-01,2,1,4,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.425833,0.417287,0.67625,0.172267,2347,3694,6041,2012,Summer,Mist,April,6,0.6353546291283162,1
458,2012-04-02,2,1,4,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.433913,0.427513,0.504348,0.312139,1208,4728,5936,2012,Summer,Clear,April,0,0.25549915397631134,1
459,2012-04-03,2,1,4,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.466667,0.461483,0.396667,0.100133,1348,5424,6772,2012,Summer,Clear,April,1,0.2485250737463127,1
460,2012-04-04,2,1,4,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.541667,0.53345,0.469583,0.180975,1058,5378,6436,2012,Summer,Clear,April,2,0.19672740795834884,1
461,2012-04-05,2,1,4,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.435,0.431163,0.374167,0.219529,1192,5265,6457,2012,Summer,Clear,April,3,0.22640075973409307,1
462,2012-04-06,2,1,4,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.403333,0.390767,0.377083,0.300388,1807,4653,6460,2012,Summer,Clear,April,4,0.38835160111755856,1
463,2012-04-07,2,1,4,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4375,0.426129,0.254167,0.274871,3252,3605,6857,2012,Summer,Clear,April,5,0.9020804438280167,1
464,2012-04-08,2,1,4,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.492425,0.275833,0.232596,2230,2939,5169,2012,Summer,Clear,April,6,0.7587614834977884,0
465,2012-04-09,2,1,4,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.489167,0.476638,0.3175,0.358196,905,4680,5585,2012,Summer,Clear,April,0,0.19337606837606838,0
466,2012-04-10,2,1,4,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.446667,0.436233,0.435,0.249375,819,5099,5918,2012,Summer,Clear,April,1,0.16061972935869778,1
467,2012-04-11,2,1,4,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.348696,0.337274,0.469565,0.295274,482,4380,4862,2012,Summer,Clear,April,2,0.11004566210045662,0
468,2012-04-12,2,1,4,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3975,0.387604,0.46625,0.290429,663,4746,5409,2012,Summer,Clear,April,3,0.13969658659924147,0
469,2012-04-13,2,1,4,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4425,0.431808,0.408333,0.155471,1252,5146,6398,2012,Summer,Clear,April,4,0.24329576369996114,1
470,2012-04-14,2,1,4,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.495,0.487996,0.502917,0.190917,2795,4665,7460,2012,Summer,Clear,April,5,0.5991425509110396,1
471,2012-04-15,2,1,4,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.606667,0.573875,0.507917,0.225129,2846,4286,7132,2012,Summer,Clear,April,6,0.6640223985067663,1
472,2012-04-16,2,1,4,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.664167,0.614925,0.561667,0.284829,1198,5172,6370,2012,Summer,Clear,April,0,0.23163186388244392,1
473,2012-04-17,2,1,4,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.608333,0.598487,0.390417,0.273629,989,5702,6691,2012,Summer,Clear,April,1,0.1734479130129779,1
474,2012-04-18,2,1,4,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.463333,0.457038,0.569167,0.167912,347,4020,4367,2012,Summer,Mist,April,2,0.086318407960199,0
475,2012-04-19,2,1,4,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.498333,0.493046,0.6125,0.0659292,846,5719,6565,2012,Summer,Clear,April,3,0.1479279594334674,1
476,2012-04-20,2,1,4,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.526667,0.515775,0.694583,0.149871,1340,5950,7290,2012,Summer,Clear,April,4,0.22521008403361345,1
477,2012-04-21,2,1,4,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.57,0.542921,0.682917,0.283587,2541,4083,6624,2012,Summer,Clear,April,5,0.6223365172667157,1
478,2012-04-22,2,1,4,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.396667,0.389504,0.835417,0.344546,120,907,1027,2012,Summer,Light Rain/Snow,April,6,0.13230429988974643,2
479,2012-04-23,2,1,4,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.321667,0.301125,0.766667,0.303496,195,3019,3214,2012,Summer,Mist,April,0,0.06459092414706856,0
480,2012-04-24,2,1,4,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.413333,0.405283,0.454167,0.249383,518,5115,5633,2012,Summer,Clear,April,1,0.10127077223851418,0
481,2012-04-25,2,1,4,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.476667,0.470317,0.427917,0.118792,655,5541,6196,2012,Summer,Clear,April,2,0.11820970943872947,1
482,2012-04-26,2,1,4,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.498333,0.483583,0.756667,0.176625,475,4551,5026,2012,Summer,Mist,April,3,0.1043726653482751,0
483,2012-04-27,2,1,4,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4575,0.452637,0.400833,0.347633,1014,5219,6233,2012,Summer,Clear,April,4,0.19429009388771795,1
484,2012-04-28,2,1,4,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.376667,0.377504,0.489583,0.129975,1120,3100,4220,2012,Summer,Mist,April,5,0.36129032258064514,0
485,2012-04-29,2,1,4,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.458333,0.450121,0.587083,0.116908,2229,4075,6304,2012,Summer,Clear,April,6,0.5469938650306748,1
486,2012-04-30,2,1,4,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.464167,0.457696,0.57,0.171638,665,4907,5572,2012,Summer,Mist,April,0,0.1355206847360913,0
487,2012-05-01,2,1,5,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.613333,0.577021,0.659583,0.156096,653,5087,5740,2012,Summer,Mist,May,1,0.12836642421859643,1
488,2012-05-02,2,1,5,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.564167,0.537896,0.797083,0.138058,667,5502,6169,2012,Summer,Clear,May,2,0.1212286441294075,1
489,2012-05-03,2,1,5,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.537242,0.768333,0.133696,764,5657,6421,2012,Summer,Mist,May,3,0.13505391550291673,1
490,2012-05-04,2,1,5,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6275,0.590917,0.735417,0.162938,1069,5227,6296,2012,Summer,Clear,May,4,0.20451501817486128,1
491,2012-05-05,2,1,5,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.621667,0.584608,0.756667,0.152992,2496,4387,6883,2012,Summer,Mist,May,5,0.5689537269204468,1
492,2012-05-06,2,1,5,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5625,0.546737,0.74,0.149879,2135,4224,6359,2012,Summer,Mist,May,6,0.5054450757575758,1
493,2012-05-07,2,1,5,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5375,0.527142,0.664167,0.230721,1008,5265,6273,2012,Summer,Mist,May,0,0.19145299145299147,1
494,2012-05-08,2,1,5,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.581667,0.557471,0.685833,0.296029,738,4990,5728,2012,Summer,Mist,May,1,0.14789579158316632,1
495,2012-05-09,2,1,5,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.575,0.553025,0.744167,0.216412,620,4097,4717,2012,Summer,Mist,May,2,0.15133024164022454,0
496,2012-05-10,2,1,5,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.505833,0.491783,0.552083,0.314063,1026,5546,6572,2012,Summer,Clear,May,3,0.1849981968986657,1
497,2012-05-11,2,1,5,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.533333,0.520833,0.360417,0.236937,1319,5711,7030,2012,Summer,Clear,May,4,0.23095780073542288,1
498,2012-05-12,2,1,5,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.564167,0.544817,0.480417,0.123133,2622,4807,7429,2012,Summer,Clear,May,5,0.5454545454545454,1
499,2012-05-13,2,1,5,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6125,0.585238,0.57625,0.225117,2172,3946,6118,2012,Summer,Clear,May,6,0.5504308160162189,1
500,2012-05-14,2,1,5,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.573333,0.5499,0.789583,0.212692,342,2501,2843,2012,Summer,Mist,May,0,0.1367453018792483,2
501,2012-05-15,2,1,5,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.611667,0.576404,0.794583,0.147392,625,4490,5115,2012,Summer,Mist,May,1,0.13919821826280623,0
502,2012-05-16,2,1,5,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.636667,0.595975,0.697917,0.122512,991,6433,7424,2012,Summer,Clear,May,2,0.15404943261308876,1
503,2012-05-17,2,1,5,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.593333,0.572613,0.52,0.229475,1242,6142,7384,2012,Summer,Clear,May,3,0.2022142624552263,1
504,2012-05-18,2,1,5,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.564167,0.551121,0.523333,0.136817,1521,6118,7639,2012,Summer,Clear,May,4,0.2486106570774763,1
505,2012-05-19,2,1,5,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.566908,0.45625,0.083975,3410,4884,8294,2012,Summer,Clear,May,5,0.6981981981981982,1
506,2012-05-20,2,1,5,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.620833,0.583967,0.530417,0.254367,2704,4425,7129,2012,Summer,Clear,May,6,0.6110734463276836,1
507,2012-05-21,2,1,5,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.598333,0.565667,0.81125,0.233204,630,3729,4359,2012,Summer,Mist,May,0,0.16894609814963799,0
508,2012-05-22,2,1,5,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.615,0.580825,0.765833,0.118167,819,5254,6073,2012,Summer,Mist,May,1,0.15588123334602208,1
509,2012-05-23,2,1,5,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.621667,0.584612,0.774583,0.102,766,4494,5260,2012,Summer,Mist,May,2,0.17044948820649755,0
510,2012-05-24,2,1,5,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.655,0.6067,0.716667,0.172896,1059,5711,6770,2012,Summer,Clear,May,3,0.18543162318333042,1
511,2012-05-25,2,1,5,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.627529,0.747083,0.14055,1417,5317,6734,2012,Summer,Clear,May,4,0.2665036674816626,1
512,2012-05-26,2,1,5,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6925,0.642696,0.7325,0.198992,2855,3681,6536,2012,Summer,Clear,May,5,0.7756044553110568,1
513,2012-05-27,2,1,5,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.69,0.641425,0.697083,0.215171,3283,3308,6591,2012,Summer,Clear,May,6,0.9924425634824667,1
514,2012-05-28,2,1,5,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7125,0.6793,0.67625,0.196521,2557,3486,6043,2012,Summer,Clear,May,0,0.7335054503729203,1
515,2012-05-29,2,1,5,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7225,0.672992,0.684583,0.2954,880,4863,5743,2012,Summer,Clear,May,1,0.18095825622044007,1
516,2012-05-30,2,1,5,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.656667,0.611129,0.67,0.134329,745,6110,6855,2012,Summer,Mist,May,2,0.12193126022913257,1
517,2012-05-31,2,1,5,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.631329,0.492917,0.195279,1100,6238,7338,2012,Summer,Clear,May,3,0.17633857005450465,1
518,2012-06-01,2,1,6,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.654167,0.607962,0.755417,0.237563,533,3594,4127,2012,Summer,Mist,June,4,0.14830272676683362,0
519,2012-06-02,2,1,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.583333,0.566288,0.549167,0.186562,2795,5325,8120,2012,Summer,Clear,June,5,0.5248826291079812,1
520,2012-06-03,2,1,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6025,0.575133,0.493333,0.184087,2494,5147,7641,2012,Summer,Clear,June,6,0.48455410918981934,1
521,2012-06-04,2,1,6,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5975,0.578283,0.487083,0.284833,1071,5927,6998,2012,Summer,Clear,June,0,0.1806984983971655,1
522,2012-06-05,2,1,6,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.540833,0.525892,0.613333,0.209575,968,6033,7001,2012,Summer,Mist,June,1,0.16045085363832257,1
523,2012-06-06,2,1,6,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.554167,0.542292,0.61125,0.077125,1027,6028,7055,2012,Summer,Clear,June,2,0.170371599203716,1
